file_name,caption_1,caption_2,caption_3,caption_4,caption_5
shopping_street_ambience.wav,"A loud area where men, women, and children are talking.","A man talks, a woman talks and a child whines.",As a man and woman talk a child whines in the background.,Some people and a kid talk in a noisy crowd.,Some people were talking in a noisy crowd and a little kid talked too.
0221 Bar_terrace.wav,A group of people is having a conversation.,A woman and a man speaking with noise of a crowd in the background.,Multiple people are talking in a crowd of people.,Some people have a discussion in a crowded place along with some children playing in the background.,Speaking people are at a food hall talking about something.
French men in the deep night.wav,A bunch of men are having a conversation.,A group of men are having a conversation.,People chat as the reverb of their voices echo in the hall.,Several men are speaking to each other and their volume increases at the end of the discussion.,Several men talking to each other and getting louder at the end.
school corridor.wav,A bus is moving and people inside it are talking,A bus moving and people inside it were talking,A group of people are conversing among themselves.,Muffled conversation in a distant area inside of a building.,Muted discussion in a far off area within a building.
cardinal.wav,A variety of birds are chirping and calling as heavy traffic rumbles in the background.,Birds are chirping in a wooded area next to a highway.,Heavy traffic rumbles in the background while a variety of birds are chirping and calling.,Several birds are singing outside with footsteps and traffic sounds in the background.,The rumble of vehicles on the road is the background to birdsong.
"04_Kirkenes_Round street crossing, quiet steps, car, birds, seagulls 1329.wav",A bird calls out with high pitch while a car drives by.,A truck is passing by while birds are singing in the background.,"Birds call out, some in high pitches, while a vehicle drives by.",Footsteps shuffle around outside in an area with birds and a car drives by.,"The footsteps of people shuffle around outside lawn, with birds and a car drives by."
Sink_Running_Water.wav,A pump is running continuously and water is dripping.,Air flowing through a pipe while a machine is running in the background.,Air flowing through a pipe while a machine runs in the background.,Someone is running a machine that is pretty loud.,Someone is running some type of a machine that is pretty loud.
birds &amp; cicadas oiseaux &amp; cigales Veroncle gorge.wav,Birds are chirping in the evening with cicadas during the summer.,Birds chirping in the evening with cicadas during the summer.,Birds sing in the trees while crickets chirp in the distance.,Bugs are in the trees and birds are singing.,Bugs are in the trees while the birds are singing.
the creak 02.wav,A bit of metal is being pulled over another bit of metal.,A large metal container is being dragged across a marble floor repeatedly.,A large object is moving on the ground and making a loud noise.,A piece of metal is being pulled across another piece of metal.,a large object is moving and making a loud noise on the ground
Walking down the hallway.wav,A person is walking down a hallway and dragging their feet.,A person is walking down a hallway dragging their feet,A person walking on a hard marble floor inside a building.,"Shoes are moving across a hard, uneven surface and a machine is running in the background.",Shoes moving across a hard uneven surface and a machine running in the background.
120120_walking_through_building.wav,"A lady wearing heels, walks across a wooden floor, opens a door, walks through and closes it.",A person is walking and then a door is opened and then the door swings shut.,"A person walks, opens the door, goes through the door and then swings the door shut.","IT IS QUITE BEFORE SOMEONE IS WALKING, THEN A DOOR IS OPENED AND CLOSED.",Taps of feet walking down a silent hallway.
120124_busy-street-corner.wav,A lady with high heels walked on a quiet street where some cars were passing by.,Traffic in the background while women walks in high heels shoes that click with each step.,Traffic is passing by on a nearby street with footsteps made by some people walking in the foreground.,"With traffic sounds in the background, the woman walks in high heels that click with each step.","on a quiet street a lady with high heels walked pass by, some cars passed too"
Modern Train.wav,A train approaches and with a squeal of the brakes it stops.,"A train approaches, then with a squeal of brakes, stops.","A train door slams , a train honks, train wheels rumble on the train tracks then they come to a halt.","A train door slams, someone honks, and train wheels rumble on the train tracks then they come to a halt.","Machinery running, a hard object striking another hard object and more traffic in the background."
